ORF_ID	AMR_Gene_Family	Antibiotic
k191_270910_47	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_270910_47	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_270910_47	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_2743_18	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_2743_18	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_2743_18	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_27455_184	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_27455_184	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_27455_184	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_284138_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_284138_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_284138_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_28538_39	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_28538_39	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_28538_39	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_287915_9	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_287915_9	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_287915_9	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_28813_1246	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_28813_1246	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_28813_1246	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_29732_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29732_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29732_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_1926	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid
k191_29996_1926	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid
k191_29996_1926	major facilitator superfamily (MFS) antibiotic efflux pump	nalidixic acid
k191_29996_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_866	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_866	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_29996_866	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3010_54	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_3010_54	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_3010_54	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_301306_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_301306_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_301306_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_306373_148	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_306373_148	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_306373_148	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31114_21	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31114_21	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31114_21	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31399_24	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31399_24	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31399_24	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_31660_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_31660_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_31660_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_318815_26	SGM beta-lactamase	
k191_318815_26	SGM beta-lactamase	
k191_318815_26	SGM beta-lactamase	
k191_3228_115	chloramphenicol acetyltransferase (CAT)	chloramphenicol
k191_3228_115	chloramphenicol acetyltransferase (CAT)	chloramphenicol
k191_3228_115	chloramphenicol acetyltransferase (CAT)	chloramphenicol
k191_32342_16	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_32342_16	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_32342_16	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_32343_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_32343_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_32343_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_323838_5	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_323838_5	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_323838_5	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_32480_116	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan
k191_32480_116	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan
k191_32480_116	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	tigecycline; ciprofloxacin; acriflavine; tetracycline; rifampin; chloramphenicol; ampicillin; norfloxacin; cefalotin; triclosan
k191_3328_62	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3328_62	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3328_62	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_33426_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_33426_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_33426_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_335236_40	aminosalicylate resistant dihydrofolate synthase	para-aminosalicylic acid
k191_335236_40	aminosalicylate resistant dihydrofolate synthase	para-aminosalicylic acid
k191_335236_40	aminosalicylate resistant dihydrofolate synthase	para-aminosalicylic acid
k191_343640_12	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_343640_12	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_343640_12	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_34378_55	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_34378_55	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_34378_55	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3512_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3512_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_3512_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_352313_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_352313_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_352313_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_352590_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_352590_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_352590_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_35729_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_35729_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_35729_13	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_35729_80	vanH; glycopeptide resistance gene cluster	vancomycin
k191_35729_80	vanH; glycopeptide resistance gene cluster	vancomycin
k191_35729_80	vanH; glycopeptide resistance gene cluster	vancomycin
k191_35832_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_35832_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_35832_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_360692_44	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_360692_44	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_360692_44	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36269_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36269_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36269_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36391_10	fluoroquinolone resistant gyrB	enoxacin; ciprofloxacin; levofloxacin; moxifloxacin; gatifloxacin; lomefloxacin; nalidixic acid; norfloxacin; ofloxacin; trovafloxacin; grepafloxacin; sparfloxacin; pefloxacin
k191_36391_10	fluoroquinolone resistant gyrB	enoxacin; ciprofloxacin; levofloxacin; moxifloxacin; gatifloxacin; lomefloxacin; nalidixic acid; norfloxacin; ofloxacin; trovafloxacin; grepafloxacin; sparfloxacin; pefloxacin
k191_36391_10	fluoroquinolone resistant gyrB	enoxacin; ciprofloxacin; levofloxacin; moxifloxacin; gatifloxacin; lomefloxacin; nalidixic acid; norfloxacin; ofloxacin; trovafloxacin; grepafloxacin; sparfloxacin; pefloxacin
k191_36391_331	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_36391_331	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_36391_331	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_36727_20	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36727_20	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_36727_20	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_376096_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_376096_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_376096_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_376529_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_376529_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_376529_1	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_37716_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_37716_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_37716_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_38300_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_38300_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_38300_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_39207_1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline
k191_39207_1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline
k191_39207_1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline
k191_394238_9	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_394238_9	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_394238_9	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_40132_84	vanH; glycopeptide resistance gene cluster	vancomycin
k191_40132_84	vanH; glycopeptide resistance gene cluster	vancomycin
k191_40132_84	vanH; glycopeptide resistance gene cluster	vancomycin
k191_405440_26	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_405440_26	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_405440_26	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_415970_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_415970_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_415970_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_418335_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_418335_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_418335_3	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_418965_67	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_418965_67	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_418965_67	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_421071_220	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_421071_220	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_421071_220	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42240_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42240_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42240_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42552_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42552_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42552_4	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_42590_34	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_42590_34	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_42590_34	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_431696_11	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_431696_11	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_431696_11	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_4369_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_4369_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_4369_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_4409_22	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_4409_22	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_4409_22	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_44128_59	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_44128_59	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_44128_59	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_449691_71	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_449691_71	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_449691_71	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4526_40	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4526_40	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4526_40	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_455713_102	vanH; glycopeptide resistance gene cluster	vancomycin
k191_455713_102	vanH; glycopeptide resistance gene cluster	vancomycin
k191_455713_102	vanH; glycopeptide resistance gene cluster	vancomycin
k191_457705_34	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_457705_34	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_457705_34	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_458818_38	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_458818_38	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_458818_38	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_46345_18	OCH beta-lactamase	
k191_46345_18	OCH beta-lactamase	
k191_46345_18	OCH beta-lactamase	
k191_466114_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_466114_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_466114_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_469074_3	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_469074_3	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_469074_3	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_471003_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_471003_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_471003_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_473350_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473350_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473350_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_139	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_473451_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4777_136	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4777_136	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_4777_136	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_49702_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_49702_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_49702_10	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_501374_1	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_501374_1	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_501374_1	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_505104_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_505104_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_505104_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_50702_182	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_50702_182	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_50702_182	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_511617_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_511617_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_511617_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_514289_145	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_514289_145	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_514289_145	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_515545_13	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_515545_13	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_515545_13	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_522185_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_522185_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_522185_2	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_53128_356	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_53128_356	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_53128_356	Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics	ceftriaxone; ampicillin; cefaclor; cefotaxime; cefditoren; cefdinir
k191_535355_58	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_535355_58	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_535355_58	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_55680_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_55680_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_55680_3	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_561901_3	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_561901_3	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_561901_3	rifampin monooxygenase	rifampin; rifaximin; rifapentine
k191_566345_342	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_566345_342	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_566345_342	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_57469_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_57469_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_57469_4	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_576474_2	major facilitator superfamily (MFS) antibiotic efflux pump	chloramphenicol
k191_576474_2	major facilitator superfamily (MFS) antibiotic efflux pump	chloramphenicol
k191_576474_2	major facilitator superfamily (MFS) antibiotic efflux pump	chloramphenicol
k191_57794_228	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_57794_228	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_57794_228	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_581825_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_581825_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_581825_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_58196_70	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_58196_70	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_58196_70	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_586179_38	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_586179_38	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_586179_38	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_59576_15	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_59576_15	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_59576_15	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
k191_596950_30	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_596950_30	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_596950_30	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_59955_159	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_59955_159	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_59955_159	resistance-nodulation-cell division (RND) antibiotic efflux pump	erythromycin; cloxacillin; oxacillin; norfloxacin
k191_606822_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_606822_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_606822_1	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6113_90	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6113_90	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6113_90	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_615941_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_615941_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_615941_5	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_62246_3	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_62246_3	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_62246_3	vanY; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_63504_1	ANT(3'')	spectinomycin; streptomycin
k191_63504_1	ANT(3'')	spectinomycin; streptomycin
k191_63504_1	ANT(3'')	spectinomycin; streptomycin
k191_637759_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_637759_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_637759_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	trimethoprim; chloramphenicol
k191_6407_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6407_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6407_75	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_6502_27	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_6502_27	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_6502_27	OXA beta-lactamase	cloxacillin; oxacillin; cefalotin
k191_653058_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_653058_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_653058_2	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_65506_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_65506_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_65506_6	resistance-nodulation-cell division (RND) antibiotic efflux pump	tetracycline
k191_661525_7	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_661525_7	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_661525_7	vanW; glycopeptide resistance gene cluster	vancomycin; teicoplanin
k191_665848_53	RbpA bacterial RNA polymerase-binding protein	rifampin; rifaximin; rifabutin; rifapentine
k191_665848_53	RbpA bacterial RNA polymerase-binding protein	rifampin; rifaximin; rifabutin; rifapentine
k191_665848_53	RbpA bacterial RNA polymerase-binding protein	rifampin; rifaximin; rifabutin; rifapentine
k191_673055_5	small multidrug resistance (SMR) antibiotic efflux pump	benzalkonium chloride
